"ID"	"Xcoord"	"ycoord"	"V1"	"V2"	"V3"	"v4"	"V5"
680	605143	115747	14.07254	12.787198	-1.372424	-1.922313	402.43396
681	469998	227550	14.16413	12.791656	-1.377368	-1.752657	403.218475
682	415741	237920	14.145973	12.874489	-1.354782	-1.970408	402.41156
683	796091	193373	14.157183	13.033648	-1.322078	-2.069336	402.292755
684	449640	188228	14.115688	13.08496	-1.345922	-1.613702	404.184143
685	637415	117170	14.194778	13.08131	-1.384624	-1.703977	399.970612
686	473283	256355	14.065498	13.239429	-1.313017	-1.429557	399.338287
687	663538	242443	14.750042	13.622692	-1.290192	-1.537785	399.777039
688	509896	97176	15.671397	14.518173	-1.275527	-1.680045	399.398071
689	421027	266500	15.810893	15.710425	-1.280694	-1.917952	400.034485
690	741538	192015	16.62549	17.399115	-1.305744	-1.094125	399.9599
691	797964	243848	17.912495	19.099222	-1.241273	-0.840588	400.101593
692	770904	76478	19.031958	20.536983	-1.17292	-0.447754	400.738281
693	577181	146864	19.80794	21.701361	-1.078596	-0.072788	400.395752
694	495627	81287	20.705614	22.767483	-1.028871	-0.033867	401.028748
695	443155	212375	21.529591	24.140606	-0.880854	-0.108455	401.458344
696	443858	141338	21.923056	24.97303	-0.811716	-0.208644	401.432739
697	603537	247922	22.273571	25.99547	-0.754327	0.071878	401.266418
698	690588	218189	22.676722	27.010445	-0.684258	-0.206821	400.961426
699	495905	93402	23.634476	27.94207	-0.608018	0.005769	401.598053
700	510809	241861	23.960934	28.885023	-0.597577	-0.063232	402.439911
701	756365	239766	24.788752	29.759186	-0.546825	0.164685	402.904144
702	634749	183141	26.362989	30.713268	-0.537382	0.376749	402.657532
703	523658	197674	26.404076	31.561245	-0.478907	-0.208661	402.161804
704	414745	116955	25.737419	32.380554	-0.487475	-1.079664	402.070679
705	547018	243602	26.257599	33.151741	-0.456661	-1.109712	401.736969
706	790194	100180	25.934444	33.933922	-0.46213	-1.745691	401.345886
707	659222	125304	26.334791	34.617104	-0.488735	-1.964634	401.3974
708	439826	87842	26.890787	35.353699	-0.494407	-1.709717	401.537109
709	707119	121409	27.382374	36.078648	-0.455533	-1.768521	401.779419
710	462926	183179	27.664005	36.671413	-0.45409	-1.871701	402.130096
711	679810	86339	27.974127	37.287094	-0.455334	-1.867239	402.244263
712	741999	121371	28.408489	37.815323	-0.468364	-1.735369	402.304993
713	640400	167420	28.774273	38.380497	-0.446946	-1.580987	401.577148
714	677895	91052	29.175594	39.024235	-0.422443	-1.375698	401.379547
715	769772	264731	29.378086	39.564251	-0.372332	-1.020644	401.620697
716	531631	111001	29.818256	40.145184	-0.217842	-0.579999	401.607971
717	551422	221934	29.983221	40.548271	-0.13472	-0.874534	401.440002
718	654915	259563	30.325333	41.016438	-0.056152	-0.582082	401.764648
719	723008	104099	30.609224	41.567482	0.000267	-0.684207	401.342194
720	632206	244255	30.840569	42.088509	0.025237	-1.087737	401.150391
721	655899	227422	30.616142	42.485039	0.043105	-1.583485	400.389771
722	411512	179199	31.132221	43.014427	0.038709	-1.308661	402.249786
723	773663	201362	31.808001	43.47422	0.034401	-1.281403	404.086761
724	563961	146726	32.09409	44.038116	0.024454	-0.91354	404.768768
725	606191	142857	32.38166	44.4571	0.04893	-0.718494	405.20871
726	709910	165924	32.800201	44.812054	0.081998	-0.814419	405.239777
727	678580	82057	32.885502	45.305317	0.120469	-0.794752	405.30304
728	627799	100618	33.076595	45.648056	0.150686	-0.361822	404.325165
729	621190	135440	33.323582	46.072117	0.206776	0.048675	404.122589
730	486112	219401	33.57621	46.35268	0.264278	-0.400946	403.78537
731	778040	221911	33.391338	46.539536	0.3466	-0.873683	403.6427
732	501908	108536	33.583595	46.7794	0.362662	-1.166941	404.307495
733	619914	200134	33.647911	47.136261	0.399829	-1.016113	404.559265
734	420755	149853	34.280407	46.412144	0.376717	-0.284213	404.705597
735	496205	154193	33.366631	44.973251	0.410645	-1.0705	405.047791
736	673194	88534	32.784153	44.107601	0.349734	-1.459126	404.226288
737	454055	242907	32.278255	43.197575	0.307884	-0.894157	403.682587
738	528988	233758	31.196619	41.727734	0.275677	-2.00229	404.347473
739	502910	203382	30.017902	40.331356	0.181669	-1.796875	404.595886
740	494582	88967	29.913303	39.483772	0.161825	-1.566418	405.242859
741	730338	273273	29.341011	38.660534	0.11369	-1.790999	405.651428
742	742724	82527	28.957474	38.00238	0.084793	-0.990403	406.138794
743	796922	196675	28.544275	37.356232	0.100353	-0.519344	405.5914
744	407579	199067	28.202917	36.843212	0.137945	-1.290942	403.597626
745	406176	128855	27.665934	35.921864	0.107814	-1.218194	402.226013
746	670048	231022	26.790895	34.77404	0.056714	-1.616887	402.751495
747	569529	132129	25.624527	34.042713	-0.014345	-1.836796	403.353119
748	435192	176209	25.486303	33.826885	-0.076007	-1.349025	403.122131
749	783647	222796	25.295399	33.696156	-0.113327	-1.480826	403.714935
750	506597	226315	24.965317	33.336353	-0.149437	-2.159884	403.940002
751	409643	195681	24.401983	32.892067	-0.20661	-2.27529	404.542114
752	686932	293266	24.191965	32.461384	-0.271376	-2.076439	404.414703
753	520241	132183	23.956383	31.931026	-0.346424	-1.937296	404.563263
754	581899	230198	23.787588	31.617928	-0.352846	-1.924146	405.182281
755	408872	219868	23.528494	31.297419	-0.381533	-2.542161	406.659882
756	670257	174368	23.224035	30.770058	-0.45983	-2.569461	406.52597
757	597578	122775	23.086018	30.3256	-0.549526	-2.491177	406.685272
758	488178	192683	22.863977	29.889368	-0.642612	-2.514103	406.639526
759	622597	96784	22.581322	29.542311	-0.689302	-2.678812	405.207489
760	579786	143822	22.412159	29.228367	-0.725495	-2.746741	405.615326
761	660951	276565	22.049204	28.897774	-0.787649	-3.45007	405.324982
762	430039	149158	21.756083	28.584265	-0.848491	-3.063726	404.881226
763	559421	224209	21.768902	28.285925	-0.896552	-3.354374	404.678284
764	620138	253612	21.751608	28.012844	-0.970022	-3.24397	404.602966
765	510608	91919	21.806746	27.614254	-1.032346	-3.041396	404.534882
766	428643	200636	21.383629	27.470991	-0.975694	-3.702926	404.443726
767	653929	103573	20.826866	27.166981	-1.004714	-3.748788	404.847198
768	500870	232665	21.04917	26.967751	-0.994004	-3.454278	404.861786
769	607394	290807	20.705648	26.538435	-1.067093	-3.651026	404.675232
770	504863	205762	20.704252	26.39575	-1.055017	-3.517215	404.111969
771	742912	293460	20.708664	26.068966	-1.145323	-3.270255	403.975616
772	456666	130973	20.544453	25.856657	-1.182526	-2.238168	403.760864
773	571953	276349	20.710033	25.551954	-1.307651	-3.24225	403.718018
774	443841	294526	20.474655	25.206612	-1.453114	-3.118675	403.33194
775	656857	155520	20.516693	25.035414	-1.566094	-3.124347	402.574799
776	684979	250863	20.761324	24.782707	-1.709607	-2.114174	403.883209
777	703291	206081	20.885427	24.520386	-1.879315	-3.109307	403.604614
778	467335	196606	20.39159	24.285366	-2.12483	-2.362543	403.433319
779	538758	218529	20.673353	24.116093	-2.35062	-2.416265	403.144409
780	658581	168347	20.604666	23.861753	-2.614965	-2.380893	402.888733
781	725333	81692	21.233692	23.677973	-2.78728	-2.394276	402.974304
782	668400	271401	19.802475	23.900732	-2.869703	-2.372916	403.863678
783	706031	88312	20.711037	24.401915	-2.919848	-2.315736	403.453888
784	749346	228132	21.165375	24.78566	-3.049165	-1.994124	401.518188
785	760558	75864	21.314196	25.103151	-3.074355	-1.410633	401.621368
786	757382	279461	21.65239	26.020605	-3.074491	-1.491676	403.387115
787	493656	224639	22.070026	27.663277	-3.019355	-1.336471	403.549591
788	646188	213531	22.858107	29.036396	-2.997154	-1.35392	403.445404
789	532227	271586	23.457832	30.13912	-2.982291	-1.467847	403.138885
790	711920	293670	24.198227	31.026613	-2.967898	-0.487305	403.839111
791	777469	248115	25.121508	31.9835	-2.885969	-0.475024	404.57782
792	500043	282271	25.745239	32.722511	-2.805176	-0.269733	403.344543
793	779212	86793	25.776499	33.557053	-2.728226	-0.115098	403.221252
794	541917	247115	26.405497	34.304974	-2.661746	-0.345573	403.221924
795	499133	218100	26.699745	35.132717	-2.621514	0.015511	403.437683
796	616905	201605	27.248451	35.826508	-2.568561	0.198798	403.494873
797	728077	133185	27.830029	36.525375	-2.498961	0.07	403.434692
798	771694	265267	28.14245	37.187725	-2.440214	0.055488	403.112549
799	618814	188684	28.135946	37.605476	-2.375335	-0.050015	402.846619
800	560714	92274	28.298437	37.882488	-2.339457	0.266231	402.645325
801	616846	92909	28.751047	38.166721	-2.356309	-0.455793	402.384583
802	711186	158222	28.992746	38.390694	-2.311001	-0.155092	402.550049
803	469930	284624	29.886866	39.342312	-2.29671	0.054262	402.972168
804	781280	78835	30.188711	40.286083	-2.256649	0.435036	403.229187
805	689232	122024	30.117899	40.818214	-2.217773	0.182432	403.527374
806	539839	175685	30.439491	41.3358	-2.172914	0.366648	404.166229
807	693986	279402	30.542578	41.822674	-2.12936	0.691366	403.95575
808	524401	273574	31.299427	42.431061	-2.080867	1.020633	403.933472
809	525408	270362	31.8932	43.134411	-2.029129	0.874293	403.194763
810	675481	293038	32.434155	43.656883	-1.974104	1.281869	403.320862
811	761470	225989	32.432438	43.975254	-1.909464	1.125318	403.882904
812	519194	170055	32.632629	44.321758	-1.853306	1.072277	403.654663
813	442968	90060	33.128311	44.787186	-1.792969	1.354341	403.547058
814	407824	173231	33.541344	45.248684	-1.732984	1.31028	403.601929
815	586157	259501	33.89727	45.909225	-1.676025	1.178035	402.700317
816	576351	256995	34.236862	46.316132	-1.597111	1.105543	401.727295
817	430194	189417	34.433445	46.59219	-1.520171	0.052785	400.548615
818	479615	75869	34.323223	46.78981	-1.444785	0.503969	400.123627
819	670878	136729	34.009148	46.830193	-1.418128	0.424441	381.566803
820	799181	215916	32.723923	47.270878	-1.423561	-1.012809	84.988548
821	513535	186353	33.052483	47.250877	-1.461981	0.113786	402.53418
822	587786	106517	33.510033	46.724319	-1.485153	-0.07582	400.246948
823	663912	272564	33.467026	46.196655	-1.46519	0.061705	400.837891
824	687967	162149	33.485458	46.675968	-1.400635	-0.69676	401.594696
825	683363	156462	33.609016	47.243111	-1.436153	-0.569639	401.669617
826	656321	146900	33.759487	47.642391	-1.416578	0.140125	401.668976
827	778178	293333	34.054642	48.080368	-1.376567	-0.111061	401.436768
828	550885	125791	34.791595	48.030869	-1.417378	0.064294	402.02356
829	470107	238642	35.618103	48.135044	-1.501179	-0.063157	401.983154
830	459948	225977	35.412472	48.221149	-1.607161	-0.165482	401.557007
831	450861	190963	34.567444	48.366695	-1.656182	-1.775941	401.841248
832	613274	114943	34.627335	48.824089	-1.63472	-1.913279	403.207214
833	629658	140781	35.465565	48.769531	-1.593636	-1.737872	402.24115
834	799778	177296	33.88039	46.54723	-1.554536	-0.933493	401.856903
835	497495	275768	32.484169	43.946045	-1.577387	-1.441208	402.642609
836	480241	111782	31.551407	42.584049	-1.566298	-0.771689	403.383209
837	585057	98269	31.041336	41.700714	-1.564868	-0.192071	404.1427
838	669362	89319	31.071468	41.053738	-1.511921	-0.542497	406.113281
839	672357	208876	30.849752	40.448296	-1.461392	-0.157289	404.651337
840	414995	221875	30.302719	39.87767	-1.455822	0.371979	403.177704
841	495532	263435	29.753321	39.173389	-1.389614	-0.300946	403.122559
842	716126	285265	28.861198	37.845287	-1.521754	-0.749798	403.263245
843	683555	212671	28.276011	36.753487	-1.639234	-0.239099	403.953583
844	579798	267511	27.208225	35.603313	-1.736646	-0.773358	403.849487
845	691852	233533	27.776417	35.042912	-1.81246	-0.928717	404.698578
846	670717	122678	27.821728	34.507206	-1.861968	-1.454203	405.041809
847	550179	241403	26.824135	34.523098	-1.837209	-1.608387	404.705048
848	498417	241479	26.134144	34.645756	-1.763575	-1.936785	404.843018
849	712558	213404	26.052048	34.456398	-1.687472	-0.651538	405.292206
850	725413	159018	26.03882	34.089283	-1.606243	-0.864544	405.83963
851	778683	78085	25.435061	33.487648	-1.515063	-0.839446	405.642578
852	766277	132270	25.24361	32.90403	-1.433781	-1.608813	405.855682
853	748593	247615	25.096258	32.691101	-1.382546	-1.039874	405.836853
854	522006	85564	25.038412	32.258224	-1.348549	-1.235082	405.655518
855	632212	140666	25.105358	32.054901	-1.241359	-0.032811	406.09201
856	495006	151428	25.138643	31.627594	-1.219062	-1.286173	406.108917
857	602574	234711	24.769964	31.27203	-1.228907	-1.286173	405.828796
858	798992	128589	24.350368	30.935093	-1.238079	-0.62463	405.202332
859	506328	187525	24.058374	30.600708	-1.202966	-1.122263	405.234009
860	496807	164783	23.874828	30.371683	-1.133369	-0.792656	405.044189
861	610828	183976	23.877777	30.037531	-1.153877	-1.1441	404.927765
862	796733	143086	23.987898	29.721859	-1.142124	-0.550344	405.371582
863	570879	266243	24.065491	29.397186	-1.08917	-0.483415	404.932861
864	403506	248787	24.702353	29.186581	-1.144492	-0.14276	405.013397
865	450713	281916	24.785	28.922247	-1.137695	-0.364292	404.899719
866	458834	110412	25.269865	28.679119	-1.131393	0.287189	404.87149
867	407723	177602	24.381739	28.500896	-1.053273	0.072771	404.440277
868	512496	121135	24.502817	28.226398	-1.094925	0.365626	404.311646
869	476124	193307	24.700214	27.977428	-1.126811	0.051349	404.043701
870	655399	192775	24.003002	27.68751	-1.100614	-0.409021	403.755646
871	707973	276914	22.996649	27.340971	-1.109998	-0.243838	403.087341
872	436173	149681	23.650881	26.980999	-1.12969	-0.002152	402.459381
873	619449	232279	24.23263	26.353979	-1.186393	-0.566185	402.367737
874	454983	215179	24.658611	26.279036	-1.219352	-0.228113	402.866547
875	671040	153672	24.427813	26.252098	-1.225704	-0.69043	402.558624
876	652843	276605	23.972742	26.222998	-1.22562	0.075809	404.017975
877	782916	109325	23.715818	26.083773	-1.219522	0.207849	401.841919
878	541326	257650	22.372625	26.00181	-1.184826	-1.239843	402.680237
879	459954	273264	22.554003	26.445116	-1.153017	0.359981	403.0961
880	625598	247733	23.705315	26.943607	-1.058492	-0.05446	401.052612
881	564084	135729	23.079947	27.663836	-1.044916	-0.497218	400.090302
882	636479	282600	23.782103	29.193985	-0.979986	-0.332883	399.318939
883	794894	283355	24.818748	30.634262	-0.92925	-0.230098	399.888428
884	437174	166583	25.619444	31.807234	-0.84752	-0.273455	401.436951
885	433294	182984	26.753389	33.02079	-0.704936	0.428683	401.403076
886	520359	164213	27.061945	34.013191	-0.622155	0.244606	401.858887
887	604292	291124	27.510265	34.909798	-0.551101	-0.049081	402.099365
888	705092	254873	27.997252	35.884819	-0.448452	0.086744	402.651245
889	621669	212560	28.36796	36.601387	-0.420177	-0.348264	402.802704
890	652109	197011	28.569565	37.272846	-0.403689	0.076422	402.840973
891	602235	142456	29.150564	37.873489	-0.380627	0.325241	402.919739
892	499078	159488	29.872244	38.790176	-0.251852	0.856092	402.688385
893	403245	157668	30.780359	39.441486	-0.218148	1.430465	403.187958
894	476738	242338	31.692856	40.205814	-0.108574	1.867857	402.91861
895	433651	121100	32.077534	40.920181	0.037603	1.678348	402.754364
896	465989	200813	33.231899	41.625908	0.119056	2.882021	402.664795
897	798698	244928	33.98769	42.21851	0.273716	2.588595	401.644043
898	519678	213661	34.455338	42.901558	0.388246	2.65252	401.857422
899	455557	192792	34.945156	43.491974	0.507631	3.27053	402.39444
900	535988	193695	35.521564	44.095951	0.640372	2.575751	402.211151
901	624861	169053	35.345573	44.428082	0.717086	2.361867	402.792511
902	552554	145686	36.323395	44.855087	0.781574	2.275408	403.678101
903	491502	270699	36.549526	45.503536	0.933185	3.036939	403.496552
904	644105	249318	36.864147	46.015751	1.022293	3.014497	403.360046
905	694556	210817	37.073841	46.415833	1.103652	3.356514	402.318817
906	466064	151389	37.320122	46.893406	1.189907	3.270514	402.118195
907	661278	254643	37.844437	47.311333	1.254241	4.110244	402.485779
908	405663	196598	38.155525	47.793877	1.30095	3.96055	401.721008
909	610652	137007	39.141834	48.329334	1.417094	3.879871	402.031525
910	659379	130701	39.027012	48.771629	1.500335	3.779104	401.961212
911	483445	103349	39.467373	49.108547	1.57913	4.153661	401.593353
912	586185	132550	39.576553	49.010231	1.615285	3.491935	402.11853
913	535217	213488	39.545197	49.00066	1.64578	3.70593	401.319305
914	626056	219080	39.756939	49.440952	1.689164	3.768049	402.03714
915	644512	152271	39.260391	49.543644	1.627538	3.532243	402.497589
916	559128	187688	39.451862	49.470303	1.545013	3.178569	402.547089
917	524635	121420	38.949558	49.293106	1.421353	2.673592	402.838898
918	446400	87706	38.410957	49.099125	1.292685	2.789755	402.859924
919	783240	249620	38.996929	49.429104	1.19001	3.009397	403.386047
920	685323	108175	37.84182	48.86734	1.155569	2.918423	403.005829
921	588781	92398	36.02359	47.263268	1.107742	2.466578	402.060791
922	445678	147525	35.200466	46.133839	1.068104	2.308247	401.88739
923	492622	81192	34.790741	45.5802	1.002322	3.087442	402.147156
924	614843	183286	34.912544	45.264545	0.958377	3.531051	401.999878
925	480482	206723	35.316822	45.365265	1.018824	3.956509	402.518555
926	721548	204888	35.741734	45.606777	0.975819	4.226801	404.174835
927	732374	205022	36.307713	46.30994	1.080862	5.53024	404.597931
928	619433	138549	36.730507	46.733585	1.1981	3.990297	404.671204
929	471529	208559	36.217865	46.34827	1.300175	3.192383	404.658936
930	519466	164425	35.636086	45.416267	1.345249	3.708144	404.94278
931	783895	76463	34.87624	44.458858	1.353834	3.918724	405.671417
932	684308	215292	34.379677	43.6945	1.321573	4.018844	405.431671
933	513658	238129	34.041321	43.034161	1.282934	3.003704	403.757843
934	639091	202820	33.625595	42.323395	1.23467	3.191991	404.86438
935	759753	172741	33.379707	41.634323	1.209512	3.192434	404.3526
936	428278	256150	32.556961	41.035358	1.154751	2.968074	404.289032
937	564599	82978	31.70472	40.1404	1.090669	2.324892	403.6203
938	756687	278276	30.90111	39.006889	0.948089	1.620418	404.447357
939	709139	210973	30.204885	37.977123	0.75616	1.271768	405.37326
940	565348	238275	29.390265	37.069347	0.612452	0.979157	405.638092
941	785661	117147	29.18552	36.391693	0.414635	0.276148	405.314117
942	714258	105235	29.641232	36.36834	0.277122	-0.4739	405.83075
943	598464	149201	28.760418	36.192307	0.060087	-0.429035	405.620056
944	530236	206502	28.656605	35.758541	-0.071068	-0.80601	405.083893
945	441620	233474	27.659763	35.301071	-0.128128	-1.70752	405.905853
946	729864	130660	27.432095	34.902531	-0.26352	-0.151165	405.837494
947	698205	211417	27.641302	34.537735	-0.416941	-0.189022	406.152802
948	695419	195477	28.502546	34.288525	-0.444467	0.69307	406.199799
949	468992	248668	27.119839	33.986004	-0.454499	-0.987907	406.359283
950	791399	261425	26.387672	33.706959	-0.471713	-1.458648	406.290955
951	783789	287552	26.203222	33.343655	-0.450479	-1.32046	406.279694
952	572317	164752	26.127939	32.991943	-0.4561	-0.998212	406.59726
953	665046	242916	26.021858	32.737366	-0.382143	-0.78741	406.180176
954	510082	220695	25.875662	32.305218	-0.306439	-0.855098	406.291229
955	636642	186709	25.623611	31.899036	-0.244992	-0.85745	406.449432
956	795527	250634	25.372326	31.670574	-0.167747	-0.71301	406.668793
957	501524	125293	25.13773	31.392273	-0.079414	-0.6924	406.586761
958	793897	98892	24.908491	31.008808	-0.032967	-0.839776	406.49054
959	685168	285872	24.810511	30.611479	0.004065	-0.877158	406.939728
960	424357	239044	24.710323	30.314884	0.065776	-0.968778	406.634308
961	464112	100581	24.329279	30.109159	0.114439	-1.014393	406.84848
962	765690	81817	24.005249	29.672646	0.110975	-1.659719	406.507782
963	597924	98191	23.7792	29.383997	0.111203	-1.480997	405.577087
964	405779	97425	23.690987	29.137684	0.103453	-1.34291	405.660706
965	650979	272322	23.551931	28.853439	0.106247	-1.86189	405.370728
966	494657	128201	23.32069	28.433954	0.039888	-1.916319	405.168274
967	518859	228229	23.075739	28.057604	-0.051173	-2.119703	403.936951
968	599015	289649	22.777679	27.744181	-0.132693	-2.171364	403.13385
969	731254	78139	22.275955	27.281019	-0.248535	-2.868033	403.055328
970	433667	297618	21.826931	26.574675	-0.453074	-3.158944	402.062134
971	606031	235038	21.624615	26.127459	-0.591189	-3.521933	402.942139
972	632579	274211	21.455904	25.953859	-0.803847	-3.799998	402.80545
973	692915	90230	21.434103	25.823269	-0.977721	-3.824014	401.718109
974	749480	91431	21.603703	26.070896	-1.189646	-4.032482	403.419434
975	724357	239239	21.790049	26.51045	-1.341123	-4.194016	403.410645
976	559968	273651	21.837688	26.94495	-1.529745	-4.340236	403.565033
977	520612	91123	22.202896	27.93718	-1.681527	-4.36432	403.814667
978	519184	138451	23.081446	29.441151	-1.837737	-4.370554	403.16861
979	744022	195575	23.887667	30.619972	-2.00756	-4.34732	402.768219
980	436768	155834	24.533024	31.738914	-2.106775	-4.483773	403.881958
981	443810	154769	25.226833	32.881069	-2.176406	-4.187619	404.29483
982	624161	149217	25.621527	33.925179	-2.252952	-4.048391	403.151306
983	492517	120925	26.159569	34.809639	-2.294905	-4.37399	402.504181
984	693827	229107	26.450409	35.503265	-2.413728	-4.34061	403.018768
985	554242	164541	27.04006	36.460762	-2.393032	-3.778264	402.48288
986	764869	201683	27.977512	37.034828	-2.448254	-3.248058	401.997589
987	439411	264519	28.246813	37.669933	-2.497862	-3.049956	403.183289
988	546497	221498	28.808558	38.297268	-2.572254	-2.891079	403.253784
989	728299	97469	29.097322	38.942894	-2.617426	-2.306794	403.220337
990	476013	146415	29.297819	39.569199	-2.688318	-3.371991	403.204254
991	471583	89411	28.825169	40.320404	-2.719525	-5.618248	403.382935
992	439480	150058	28.986866	41.04834	-2.723304	-4.595408	403.31485
993	518762	140290	29.748417	41.678635	-2.732229	-3.617965	402.551514
994	683455	89414	30.214102	42.171825	-2.743079	-3.460938	402.70929
995	556507	193138	30.98488	42.681019	-2.720063	-2.555664	402.870239
996	577012	144552	31.431953	43.208324	-2.647183	-4.167299	402.984406
997	487308	275729	31.269085	43.676018	-2.627799	-3.097435	404.017303
998	534085	213350	32.299416	43.720055	-2.578693	-1.519917	405.135254
999	518776	261915	31.999794	43.209148	-2.528017	-1.431573	406.013824
1000	425352	211402	32.224319	41.979652	-2.505638	-1.40399	402.079895
1001	630977	177888	32.079849	40.9916	-2.470669	-0.834473	402.076813
1002	606190	188353	33.049492	42.065811	-2.374483	-0.574088	401.866089
1003	594179	269535	34.166523	43.065071	-2.343619	-0.92422	402.633453
1004	768499	174435	34.480881	43.872684	-2.277647	-1.414517	402.481506
1005	735334	219175	34.722908	44.639561	-2.248405	-0.71829	402.227936
1006	780559	123348	34.59082	45.147045	-2.249239	-0.288682	402.778717
1007	780509	112283	34.486168	45.622032	-2.20141	0.574639	402.223572
1008	549685	205124	35.169838	46.173744	-2.097269	0.818157	401.770569
1009	631734	194152	35.639091	46.614449	-2.043599	1.031176	400.761505
1010	541489	210622	35.718109	47.13549	-1.945778	0.913341	401.029022
1011	560585	168542	36.103672	47.536282	-1.8879	0.878815	401.101929
1012	490562	180685	36.532829	47.972485	-1.79445	1.048475	401.379486
1013	410610	96649	36.583801	48.275383	-1.720465	1.122422	401.184418
1014	586372	294602	37.022713	48.712898	-1.697112	1.046659	401.427643
1015	531726	87143	37.53183	49.016785	-1.713038	1.140597	401.654419
1016	603432	272941	37.852295	49.325928	-1.683274	0.9457	402.22934
1017	790729	263458	37.387394	49.224319	-1.721964	0.198958	402.182953
1018	523992	185631	37.346481	49.23531	-1.852931	0.391363	402.305786
1019	554717	196223	37.941498	49.460178	-1.866489	0.662087	402.358917
1020	665317	175494	37.477795	49.1017	-1.978162	-0.126852	402.7547
1021	626347	78650	37.809532	48.900543	-2.062438	0.38254	403.012268
1022	629082	182138	37.99807	49.505405	-2.161843	-0.123478	403.019501
1023	509506	201435	37.646206	49.348331	-2.250108	-0.548556	403.131256
1024	452227	279270	36.176685	48.759003	-2.331762	-0.96838	402.667603
1025	402847	262029	36.008137	47.667969	-2.444847	-1.565038	402.602692
1026	589456	280064	36.055676	46.580017	-2.624665	-2.12672	402.945282
1027	692797	269976	35.212711	45.446999	-2.796954	-2.699951	403.288666
1028	732486	248386	34.453705	44.45079	-3.024431	-2.816777	403.493408
1029	673414	125113	32.693253	43.336975	-3.167713	-3.041123	403.928772
1030	631020	247398	31.920532	42.572109	-3.311081	-3.079908	404.308136
1031	497819	270321	31.994629	42.218708	-3.434093	-2.914381	404.729462
1032	523382	207700	32.267227	41.934277	-3.542424	-2.710954	404.350891
1033	488339	143852	32.265556	41.53524	-3.532648	-2.931826	404.052795
1034	746060	148503	31.607674	40.625423	-3.613929	-3.072038	404.705994
1035	774131	102153	31.449081	39.653656	-3.675741	-3.017873	405.709991
1036	760049	157240	31.391937	38.861382	-3.695517	-2.809814	405.749878
1037	724041	180622	31.077749	38.337582	-3.718043	-2.929401	405.331635
1038	488325	289393	29.851845	37.506214	-3.758573	-3.229986	404.675415
1039	761457	113760	29.258823	36.559742	-3.781398	-3.352335	405.256775
1040	458274	255969	28.948704	35.81279	-3.803541	-3.478618	405.025177
1041	404197	245281	28.732817	35.202812	-3.836392	-3.645373	404.846008
1042	669777	114464	28.448786	34.569618	-3.868147	-3.968369	405.23111
1043	544298	105501	28.015091	34.081421	-3.897154	-3.900306	405.158661
1044	680421	298478	27.800119	33.631222	-3.93553	-4.053791	405.337585
1045	448678	117257	27.623587	33.323044	-3.977994	-4.292902	405.477356
1046	742034	150474	27.461779	33.089401	-3.990172	-4.420853	405.573853
1047	796189	264809	27.06094	32.873219	-4.045904	-4.487043	406.336304
1048	558451	110942	26.679197	32.526085	-4.109574	-4.929835	406.147217
1049	486714	91806	26.435644	32.00668	-4.142932	-5.132728	406.410278
1050	543075	144670	25.911127	31.605776	-4.215826	-5.580413	405.852112
1051	486174	255266	25.112465	31.078911	-4.297312	-6.057424	405.748871
1052	639711	158264	24.709089	30.569027	-4.31598	-6.202052	405.735291
1053	591490	298102	24.542269	29.968472	-4.217521	-6.639446	405.977722
1054	659819	161295	23.915762	29.093336	-4.175781	-7.054063	405.922089
1055	768773	86036	23.28566	27.954815	-4.145258	-7.394383	405.858002
1056	708227	282447	22.909246	27.127468	-4.103697	-7.373058	405.750092
1057	641212	271809	22.745321	26.626265	-4.116345	-7.571912	405.387299
1058	649175	272244	22.536737	26.393568	-4.077654	-7.552723	405.669006
1059	766953	144614	22.197968	26.300926	-4.067826	-7.54826	405.764618
1060	644326	276669	22.143616	26.146097	-4.090105	-7.71917	404.823364
1061	548894	201643	21.717945	25.922251	-4.055459	-7.771308	404.670563
1062	734772	144686	21.383162	25.561789	-4.03386	-7.965298	404.5401
1063	573545	231911	21.113922	25.416441	-4.047062	-8.095073	403.402618
1064	429661	148799	20.791964	24.997974	-4.04231	-8.237827	402.641083
1065	648734	245526	20.426231	24.700134	-3.997258	-8.172029	402.056519
1066	448609	110331	20.128122	24.167404	-4.040308	-8.05302	403.584961
1067	646317	252460	19.921885	23.594179	-4.036076	-8.327558	403.087708
1068	402570	253245	19.579796	23.119623	-4.025039	-8.411956	402.798096
1069	498419	236123	19.490288	22.639582	-4.02354	-8.280308	402.395905
1070	599874	125818	19.725285	22.896587	-3.996178	-8.29775	404.162537
1071	773038	156435	19.847918	23.537773	-3.950229	-8.461897	404.158386
1072	559081	252975	20.088579	24.06575	-3.951967	-8.337437	401.13208
1073	469520	131902	20.51664	25.121477	-3.925838	-8.038387	400.769165
1074	466845	104758	21.230297	26.926451	-3.927398	-7.995959	400.718475
1075	442640	111376	22.233166	28.519781	-3.943382	-8.210506	400.849426
1076	445342	184463	22.855129	29.759756	-3.915584	-7.811796	402.861694
1077	722268	216819	23.345974	30.731716	-3.924492	-8.015	403.484589
1078	424174	249075	23.853153	31.523647	-3.944639	-8.056203	403.752075
1079	463916	80788	24.402981	32.276226	-3.911752	-8.259612	404.004028
1080	530362	265160	24.779329	32.897678	-3.941968	-8.375096	404.012024
1081	622891	121298	25.071686	33.709904	-3.89322	-8.251692	403.967346
