ID	V1	V2	V3	V4	V5
926	35.741734	45.606777	0.975819	4.226801	404.174835
927	36.307713	46.30994	1.080862	5.53024	404.597931
928	36.730507	46.733585	1.1981	3.990297	404.671204
929	36.217865	46.34827	1.300175	3.192383	404.658936
930	35.636086	45.416267	1.345249	3.708144	404.94278
931	34.87624	44.458858	1.353834	3.918724	405.671417
932	34.379677	43.6945	1.321573	4.018844	405.431671
933	34.041321	43.034161	1.282934	3.003704	403.757843
934	33.625595	42.323395	1.23467	3.191991	404.86438
935	33.379707	41.634323	1.209512	3.192434	404.3526
936	32.556961	41.035358	1.154751	2.968074	404.289032
937	31.70472	40.1404	1.090669	2.324892	403.6203
938	30.90111	39.006889	0.948089	1.620418	404.447357
939	30.204885	37.977123	0.75616	1.271768	405.37326
940	29.390265	37.069347	0.612452	0.979157	405.638092
941	29.18552	36.391693	0.414635	0.276148	405.314117
942	29.641232	36.36834	0.277122	-0.4739	405.83075
943	28.760418	36.192307	0.060087	-0.429035	405.620056
944	28.656605	35.758541	-0.071068	-0.80601	405.083893
945	27.659763	35.301071	-0.128128	-1.70752	405.905853
946	27.432095	34.902531	-0.26352	-0.151165	405.837494
947	27.641302	34.537735	-0.416941	-0.189022	406.152802
948	28.502546	34.288525	-0.444467	0.69307	406.199799
949	27.119839	33.986004	-0.454499	-0.987907	406.359283
950	26.387672	33.706959	-0.471713	-1.458648	406.290955
951	26.203222	33.343655	-0.450479	-1.32046	406.279694
952	26.127939	32.991943	-0.4561	-0.998212	406.59726
953	26.021858	32.737366	-0.382143	-0.78741	406.180176
954	25.875662	32.305218	-0.306439	-0.855098	406.291229
955	25.623611	31.899036	-0.244992	-0.85745	406.449432
956	25.372326	31.670574	-0.167747	-0.71301	406.668793
957	25.13773	31.392273	-0.079414	-0.6924	406.586761
958	24.908491	31.008808	-0.032967	-0.839776	406.49054
959	24.810511	30.611479	0.004065	-0.877158	406.939728
960	24.710323	30.314884	0.065776	-0.968778	406.634308
961	24.329279	30.109159	0.114439	-1.014393	406.84848
962	24.005249	29.672646	0.110975	-1.659719	406.507782
963	23.7792	29.383997	0.111203	-1.480997	405.577087
964	23.690987	29.137684	0.103453	-1.34291	405.660706
965	23.551931	28.853439	0.106247	-1.86189	405.370728
966	23.32069	28.433954	0.039888	-1.916319	405.168274
967	23.075739	28.057604	-0.051173	-2.119703	403.936951
968	22.777679	27.744181	-0.132693	-2.171364	403.13385
969	22.275955	27.281019	-0.248535	-2.868033	403.055328
970	21.826931	26.574675	-0.453074	-3.158944	402.062134
971	21.624615	26.127459	-0.591189	-3.521933	402.942139
972	21.455904	25.953859	-0.803847	-3.799998	402.80545
973	21.434103	25.823269	-0.977721	-3.824014	401.718109
974	21.603703	26.070896	-1.189646	-4.032482	403.419434
975	21.790049	26.51045	-1.341123	-4.194016	403.410645
976	21.837688	26.94495	-1.529745	-4.340236	403.565033
977	22.202896	27.93718	-1.681527	-4.36432	403.814667
978	23.081446	29.441151	-1.837737	-4.370554	403.16861
979	23.887667	30.619972	-2.00756	-4.34732	402.768219
980	24.533024	31.738914	-2.106775	-4.483773	403.881958
981	25.226833	32.881069	-2.176406	-4.187619	404.29483
982	25.621527	33.925179	-2.252952	-4.048391	403.151306
983	26.159569	34.809639	-2.294905	-4.37399	402.504181
984	26.450409	35.503265	-2.413728	-4.34061	403.018768
985	27.04006	36.460762	-2.393032	-3.778264	402.48288
986	27.977512	37.034828	-2.448254	-3.248058	401.997589
987	28.246813	37.669933	-2.497862	-3.049956	403.183289
988	28.808558	38.297268	-2.572254	-2.891079	403.253784
989	29.097322	38.942894	-2.617426	-2.306794	403.220337
990	29.297819	39.569199	-2.688318	-3.371991	403.204254
991	28.825169	40.320404	-2.719525	-5.618248	403.382935
992	28.986866	41.04834	-2.723304	-4.595408	403.31485
993	29.748417	41.678635	-2.732229	-3.617965	402.551514
994	30.214102	42.171825	-2.743079	-3.460938	402.70929
995	30.98488	42.681019	-2.720063	-2.555664	402.870239
996	31.431953	43.208324	-2.647183	-4.167299	402.984406
997	31.269085	43.676018	-2.627799	-3.097435	404.017303
998	32.299416	43.720055	-2.578693	-1.519917	405.135254
999	31.999794	43.209148	-2.528017	-1.431573	406.013824
1000	32.224319	41.979652	-2.505638	-1.40399	402.079895
1001	32.079849	40.9916	-2.470669	-0.834473	402.076813
1002	33.049492	42.065811	-2.374483	-0.574088	401.866089
1003	34.166523	43.065071	-2.343619	-0.92422	402.633453
1004	34.480881	43.872684	-2.277647	-1.414517	402.481506
1005	34.722908	44.639561	-2.248405	-0.71829	402.227936
1006	34.59082	45.147045	-2.249239	-0.288682	402.778717
1007	34.486168	45.622032	-2.20141	0.574639	402.223572
1008	35.169838	46.173744	-2.097269	0.818157	401.770569
1009	35.639091	46.614449	-2.043599	1.031176	400.761505
1010	35.718109	47.13549	-1.945778	0.913341	401.029022
1011	36.103672	47.536282	-1.8879	0.878815	401.101929
1012	36.532829	47.972485	-1.79445	1.048475	401.379486
1013	36.583801	48.275383	-1.720465	1.122422	401.184418
1014	37.022713	48.712898	-1.697112	1.046659	401.427643
1015	37.53183	49.016785	-1.713038	1.140597	401.654419
1016	37.852295	49.325928	-1.683274	0.9457	402.22934
1017	37.387394	49.224319	-1.721964	0.198958	402.182953
1018	37.346481	49.23531	-1.852931	0.391363	402.305786
1019	37.941498	49.460178	-1.866489	0.662087	402.358917
1020	37.477795	49.1017	-1.978162	-0.126852	402.7547
1021	37.809532	48.900543	-2.062438	0.38254	403.012268
1022	37.99807	49.505405	-2.161843	-0.123478	403.019501
1023	37.646206	49.348331	-2.250108	-0.548556	403.131256
1024	36.176685	48.759003	-2.331762	-0.96838	402.667603
1025	36.008137	47.667969	-2.444847	-1.565038	402.602692
1026	36.055676	46.580017	-2.624665	-2.12672	402.945282
1027	35.212711	45.446999	-2.796954	-2.699951	403.288666
1028	34.453705	44.45079	-3.024431	-2.816777	403.493408
1029	32.693253	43.336975	-3.167713	-3.041123	403.928772
1030	31.920532	42.572109	-3.311081	-3.079908	404.308136
1031	31.994629	42.218708	-3.434093	-2.914381	404.729462
1032	32.267227	41.934277	-3.542424	-2.710954	404.350891
1033	32.265556	41.53524	-3.532648	-2.931826	404.052795
1034	31.607674	40.625423	-3.613929	-3.072038	404.705994
1035	31.449081	39.653656	-3.675741	-3.017873	405.709991
1036	31.391937	38.861382	-3.695517	-2.809814	405.749878
1037	31.077749	38.337582	-3.718043	-2.929401	405.331635
1038	29.851845	37.506214	-3.758573	-3.229986	404.675415
1039	29.258823	36.559742	-3.781398	-3.352335	405.256775
1040	28.948704	35.81279	-3.803541	-3.478618	405.025177
1041	28.732817	35.202812	-3.836392	-3.645373	404.846008
1042	28.448786	34.569618	-3.868147	-3.968369	405.23111
1043	28.015091	34.081421	-3.897154	-3.900306	405.158661
1044	27.800119	33.631222	-3.93553	-4.053791	405.337585
1045	27.623587	33.323044	-3.977994	-4.292902	405.477356
1046	27.461779	33.089401	-3.990172	-4.420853	405.573853
1047	27.06094	32.873219	-4.045904	-4.487043	406.336304
1048	26.679197	32.526085	-4.109574	-4.929835	406.147217
1049	26.435644	32.00668	-4.142932	-5.132728	406.410278
1050	25.911127	31.605776	-4.215826	-5.580413	405.852112
1051	25.112465	31.078911	-4.297312	-6.057424	405.748871
1052	24.709089	30.569027	-4.31598	-6.202052	405.735291
1053	24.542269	29.968472	-4.217521	-6.639446	405.977722
1054	23.915762	29.093336	-4.175781	-7.054063	405.922089
1055	23.28566	27.954815	-4.145258	-7.394383	405.858002
1056	22.909246	27.127468	-4.103697	-7.373058	405.750092
1057	22.745321	26.626265	-4.116345	-7.571912	405.387299
1058	22.536737	26.393568	-4.077654	-7.552723	405.669006
1059	22.197968	26.300926	-4.067826	-7.54826	405.764618
1060	22.143616	26.146097	-4.090105	-7.71917	404.823364
1061	21.717945	25.922251	-4.055459	-7.771308	404.670563
1062	21.383162	25.561789	-4.03386	-7.965298	404.5401
1063	21.113922	25.416441	-4.047062	-8.095073	403.402618
1064	20.791964	24.997974	-4.04231	-8.237827	402.641083
1065	20.426231	24.700134	-3.997258	-8.172029	402.056519
1066	20.128122	24.167404	-4.040308	-8.05302	403.584961
1067	19.921885	23.594179	-4.036076	-8.327558	403.087708
1068	19.579796	23.119623	-4.025039	-8.411956	402.798096
1069	19.490288	22.639582	-4.02354	-8.280308	402.395905
1070	19.725285	22.896587	-3.996178	-8.29775	404.162537
1071	19.847918	23.537773	-3.950229	-8.461897	404.158386
1072	20.088579	24.06575	-3.951967	-8.337437	401.13208
1073	20.51664	25.121477	-3.925838	-8.038387	400.769165
1074	21.230297	26.926451	-3.927398	-7.995959	400.718475
1075	22.233166	28.519781	-3.943382	-8.210506	400.849426
1076	22.855129	29.759756	-3.915584	-7.811796	402.861694
1077	23.345974	30.731716	-3.924492	-8.015	403.484589
1078	23.853153	31.523647	-3.944639	-8.056203	403.752075
1079	24.402981	32.276226	-3.911752	-8.259612	404.004028
1080	24.779329	32.897678	-3.941968	-8.375096	404.012024
1081	25.071686	33.709904	-3.89322	-8.251692	403.967346
1082	25.340302	34.254936	-3.896518	-8.209136	403.626129
1083	25.689156	34.921944	-3.914971	-7.967682	403.203522
1084	25.847393	35.565422	-3.899624	-7.813005	404.658081
1085	26.065111	36.141582	-3.908498	-7.771836	404.964935
1086	26.717247	36.668892	-3.902462	-7.635759	404.249603
1087	27.195429	37.338451	-3.924935	-7.100631	404.421967
1088	27.294239	37.794495	-3.958235	-7.148154	404.371552
1089	27.466122	38.426083	-3.908941	-6.96716	404.119904
1090	28.003193	38.974922	-3.897887	-7.263314	404.642303
1091	28.072308	39.476604	-3.931051	-7.112995	404.719482
1092	28.460346	40.018559	-3.926741	-6.621696	404.135986
1093	29.061802	40.564354	-3.911241	-5.814822	404.162659
1094	29.285839	41.084885	-3.946056	-5.793361	404.895294
1095	30.110992	41.653526	-3.918154	-5.879462	403.93634
1096	30.344908	41.85107	-3.96607	-5.646604	403.472351
1097	30.496231	42.421913	-3.934729	-5.954255	402.251923
1098	30.79542	42.608124	-4.006745	-6.028928	402.90506
1099	30.521767	43.283146	-3.908338	-5.771164	403.470734
1100	30.633505	43.276947	-3.932822	-6.809826	403.768341
1101	30.839369	43.442902	-3.920047	-7.245975	403.457001
1102	30.454594	43.54253	-3.942105	-7.61951	403.030792
1103	30.511675	43.911797	-3.933493	-7.263824	402.941193
1104	30.995192	44.352608	-3.930727	-7.261577	402.873016
1105	31.414923	44.778572	-3.935615	-6.259573	402.039734
1106	31.571815	45.166977	-3.937097	-6.241398	401.488251
1107	31.879734	45.579086	-3.92531	-5.935462	400.988159
1108	32.075573	45.853889	-3.884771	-7.71774	401.198578
1109	32.119759	46.056366	-3.863957	-7.822765	401.922821
1110	31.814322	46.343884	-3.827268	-8.025425	402.68161
1111	32.028923	46.640675	-3.832402	-8.154869	403.27533
1112	32.177864	46.815945	-3.843194	-8.639007	404.158569
1113	32.492683	47.079205	-3.840264	-8.83453	404.303314
1114	32.466492	47.234673	-3.834711	-8.541952	404.319397
1115	32.442894	47.468655	-3.859021	-7.776721	404.512299
1116	32.126495	47.758595	-3.886509	-8.60506	404.652557
1117	32.349136	47.945091	-3.891176	-8.593631	404.519348
1118	32.474468	48.11607	-3.909401	-8.775783	404.230743
1119	32.881321	48.245762	-3.905075	-8.930528	403.813049
1120	32.7136	48.380981	-3.933307	-8.675209	403.854675
1121	32.429691	48.395535	-3.89586	-9.04126	404.073486
1122	32.180927	47.601643	-3.931902	-8.768595	403.999786
1123	31.220144	46.635105	-3.921341	-8.776549	404.699585
1124	30.552748	45.563705	-3.937803	-9.650441	404.895111
1125	30.052597	44.75539	-3.967263	-9.468721	404.998779
1126	29.768913	44.029354	-3.948441	-10.334785	405.530029
1127	29.509859	43.438328	-3.958865	-9.613962	405.788513
1128	29.005108	43.043953	-3.956627	-10.194083	404.082794
1129	28.728317	42.57608	-3.971504	-10.299254	402.077667
1130	28.766321	41.799393	-3.992437	-10.82021	402.884399
1131	27.900839	40.825562	-3.987634	-11.094817	403.597351
1132	27.329189	39.628571	-4.012241	-10.992861	403.738678
1133	26.661192	38.566128	-4.045121	-11.533334	403.664978
1134	25.841476	37.678932	-4.064572	-11.576649	404.697754
1135	25.32633	37.021591	-4.011821	-11.009686	404.92157
1136	25.127977	36.296116	-4.065598	-10.709085	404.910614
1137	24.725559	35.554043	-4.077024	-11.506694	404.860748
1138	24.164255	34.918388	-4.037575	-11.661763	405.389252
1139	23.682562	34.232758	-4.064521	-12.674021	405.726349
1140	23.137705	33.584835	-4.067989	-13.054822	405.922424
1141	22.59267	32.978924	-4.064317	-12.900067	406.18219
1142	22.224619	32.395645	-4.113781	-12.089259	405.884674
1143	21.916153	31.907425	-4.073379	-12.487918	406.063629
1144	21.901556	31.37879	-4.120628	-11.597003	406.023712
1145	21.738922	30.886938	-4.119646	-11.456812	406.028015
1146	21.173414	30.252583	-4.120219	-11.558849	406.627167
1147	22.058846	29.676613	-4.167213	-11.824309	406.543915
1148	22.804743	29.322786	-4.13962	-11.791112	406.355927
1149	22.592131	28.976795	-4.133216	-11.393959	406.325958
1150	22.627447	28.661274	-4.071879	-11.488656	406.630737
1151	21.970858	28.397535	-4.057078	-11.424254	406.651245
1152	22.093191	28.078629	-4.053399	-11.22696	406.679108
1153	22.11467	27.749266	-4.032311	-10.973448	406.791229
1154	21.758564	27.488062	-4.008176	-10.699803	406.91806
1155	19.807529	27.125753	-4.051457	-12.263337	407.181244
1156	18.063072	26.748745	-4.038989	-12.282244	406.832977
1157	19.311357	26.414385	-4.096478	-10.864359	406.364777
1158	20.553089	26.163033	-4.174572	-10.746798	406.521759
1159	20.490953	25.826323	-4.266584	-10.469584	406.391357
1160	20.515278	25.521433	-4.412677	-10.716172	406.345215
1161	19.907982	25.30327	-4.52103	-10.67312	405.944946
1162	20.077038	25.003819	-4.690367	-10.519202	405.153839
1163	19.742594	24.776104	-4.80115	-10.316696	405.839264
1164	19.358091	24.451916	-5.044519	-10.506086	406.371277
1165	19.120396	24.218153	-5.317282	-10.394548	406.084229
1166	18.909479	24.018633	-5.596186	-10.164727	405.889771
1167	18.505064	23.800217	-6.036269	-10.23911	405.840302
1168	18.060707	23.548981	-6.683406	-10.550611	405.307495
1169	17.190195	23.252998	-7.887476	-10.701222	404.900452
1170	17.087305	22.945503	-8.93097	-10.89352	404.915833
1171	16.597246	22.708117	-9.706145	-10.783572	404.881409
1172	16.820381	22.470762	-10.291385	-10.626084	405.523041
1173	16.490896	22.290928	-10.717314	-10.671477	406.619965
1174	16.216793	22.028368	-11.030795	-10.564301	406.70929
1175	15.78079	21.821005	-11.232104	-10.626715	407.133087
1176	15.919442	21.668629	-11.354265	-10.352108	407.123138
1177	15.772754	21.456961	-11.416606	-10.411944	406.531799
1178	15.963722	21.295485	-11.426556	-10.424603	406.396698
1179	15.599225	21.09852	-11.449463	-10.238071	406.046906
1180	15.43593	20.921328	-11.434916	-9.83977	405.931732
1181	15.422544	20.765373	-11.324032	-9.788739	405.252411
1182	15.321307	20.637293	-11.230502	-9.806152	405.316315
1183	15.219955	20.61133	-11.181908	-9.908072	405.502625
1184	15.211595	20.450096	-11.128066	-9.741761	405.068909
1185	15.098616	20.301638	-11.029462	-9.655387	404.810852
1186	14.650707	20.098545	-10.937938	-9.670241	405.428528
1187	14.879607	19.774128	-10.797318	-9.364292	404.940857
1188	14.627673	19.333704	-10.663507	-9.595822	404.919159
1189	14.138927	18.81757	-10.599905	-9.878844	405.016266
1190	13.927069	18.466417	-10.58518	-9.888166	405.36673
1191	13.490379	18.167013	-10.61336	-9.93553	405.442688
1192	13.554323	17.90806	-10.59304	-9.47797	405.876099
1193	13.438279	17.704245	-10.597605	-10.011889	405.820679
1194	13.180549	17.384752	-10.656738	-10.150795	405.434723
1195	13.027853	17.017475	-10.728351	-10.041765	405.04715
1196	12.669326	16.596758	-10.805493	-10.154405	405.264343
1197	12.767012	16.348742	-10.87148	-9.847435	405.088745
1198	12.562143	16.193054	-10.845838	-9.827317	404.743896
1199	12.371814	16.00783	-10.826785	-10.057844	404.931549
1200	12.318809	15.639916	-10.851772	-9.926877	403.875305
1201	12.10375	15.411999	-10.850461	-9.946856	403.951996
1202	11.992543	15.219406	-10.869248	-10.046943	403.442261
1203	12.079092	15.118053	-10.883048	-10.104593	403.396942
1204	11.894367	15.071393	-10.937619	-10.298828	403.305054
1205	11.897554	15.14513	-10.941247	-10.170603	404.136993
1206	11.798679	15.019291	-10.946612	-10.164216	403.972443
1207	11.747224	15.06001	-10.95161	-10.15662	404.348114
1208	11.605817	14.941096	-10.923278	-10.21368	404.54071
1209	11.602174	14.999164	-10.913995	-10.269837	404.97702
1210	11.541691	15.030353	-10.83835	-10.350234	405.341125
1211	11.382758	14.903013	-10.90859	-10.732304	405.239044
1212	11.160511	14.79971	-10.923294	-11.048334	404.875122
1213	10.875345	14.64202	-11.03619	-11.563482	405.020538
1214	10.60166	14.536553	-11.202841	-11.531204	405.240906
1215	10.554106	14.292673	-11.383974	-11.877088	405.695862
1216	10.451141	14.193357	-11.55471	-12.028417	406.637268
1217	10.360935	14.129247	-11.719011	-12.057509	405.33548
1218	10.166539	14.023098	-11.923902	-12.348621	405.290192
1219	9.782633	13.907364	-12.154667	-12.767123	405.650909
1220	9.573348	13.86144	-12.340497	-13.31426	405.912292
1221	9.36834	13.818042	-12.487441	-13.341599	406.168457
1222	9.306647	13.642484	-12.666492	-13.271252	405.916931
1223	9.313137	13.504324	-12.844238	-13.217791	406.505981
1224	9.174048	13.386189	-12.968727	-13.220221	404.707214
1225	9.017295	13.269242	-13.086443	-13.44596	404.179718
1226	9.023633	13.127818	-13.24204	-13.734909	405.122375
1227	8.858979	12.948554	-13.40726	-13.753737	405.085846
1228	8.829271	12.917838	-13.543849	-13.589004	405.285797
1229	8.620533	12.85204	-13.695392	-13.504996	405.516571
1230	8.598886	12.760507	-13.813397	-14.088805	406.316711
1231	8.435591	12.658735	-13.945829	-14.045115	406.134888
1232	8.235556	12.519753	-14.067737	-13.851782	406.494385
1233	8.334554	12.477609	-14.21737	-14.091445	405.027252
1234	8.216107	12.38134	-14.41664	-13.90713	404.982391
1235	8.143413	12.309463	-14.590088	-14.391312	405.405243
1236	7.983462	12.177259	-14.790696	-14.217302	405.800751
1237	8.009434	12.068379	-14.911757	-14.607649	406.14209
1238	8.001804	11.955264	-15.089106	-14.880502	406.088898
1239	7.258738	11.827211	-15.287336	-15.861505	406.412201
1240	6.910922	11.71837	-15.44314	-14.59503	406.735809
1241	7.20025	11.64508	-15.505342	-14.717938	406.651215
1242	7.232069	11.56024	-15.581736	-14.822317	406.834717
1243	7.217967	11.478142	-15.722327	-14.962687	407.039062
1244	6.275444	11.430043	-15.785156	-15.880758	406.914703
1245	5.744559	11.40819	-15.64561	-15.536002	407.086304
1246	5.559258	11.312227	-15.627743	-15.601818	407.453247
1247	5.378964	11.28392	-15.736499	-16.477573	407.049927
1248	5.112656	11.272761	-15.827553	-17.077215	406.443298
1249	4.746871	11.151832	-16.109045	-17.975733	406.200806
1250	4.416465	11.046705	-16.387638	-19.343676	406.284393
1251	4.22435	11.061764	-16.63806	-18.785622	405.885803
1252	3.810151	11.017671	-16.792732	-18.660627	405.787567
1253	3.557952	11.018793	-17.016705	-17.654268	405.830627
1254	4.382149	10.910226	-17.298754	-17.493681	405.70694
1255	4.550455	10.781099	-17.514376	-17.036871	405.436676
1256	5.272666	10.793864	-17.559233	-16.527647	405.469055
1257	4.993624	10.818644	-17.573395	-16.377674	405.2995
1258	4.853904	10.766915	-17.648308	-16.508369	405.540344
1259	4.660835	10.599585	-17.659447	-16.260096	405.309875
1260	4.635083	10.588106	-17.598213	-16.521111	405.687592
1261	4.662847	10.556823	-17.490942	-16.815817	405.427399
1262	4.586218	10.499657	-17.336176	-17.837936	404.839478
1263	4.343601	10.474602	-17.235254	-16.277401	404.335846
1264	4.256342	10.385794	-17.219397	-16.622252	405.036926
1265	4.01991	10.236521	-17.274128	-16.646788	404.741302
1266	3.944861	10.181537	-17.323572	-16.07469	404.880127
1267	3.549525	10.075183	-17.340944	-15.968012	405.281342
1268	3.081322	10.085814	-17.184803	-15.068325	405.864746
1269	3.587657	10.051592	-16.817989	-14.650727	405.900848
1270	3.723148	10.051137	-16.425673	-15.088833	405.876129
1271	3.146836	10.018707	-16.220818	-16.177996	405.366364
1272	2.656524	9.99551	-16.263638	-16.175152	405.631775
1273	2.792798	9.944249	-16.299149	-16.040663	405.238556
1274	2.553086	9.867885	-16.354595	-16.361902	405.397797
1275	2.257376	9.800521	-16.431925	-16.57461	405.036743
1276	2.752188	9.712274	-16.544104	-15.848321	405.180359
1277	2.846436	9.707561	-16.51475	-15.538507	404.790314
1278	2.840525	9.693575	-16.428501	-15.011026	405.239868
1279	2.910243	9.687581	-16.250692	-14.437421	404.655121
1280	2.971734	9.660244	-16.110443	-14.255065	405.495697
1281	3.220993	9.630239	-15.883671	-14.229661	404.824524
1282	3.296046	9.648103	-15.645814	-13.700263	403.783752
1283	3.48382	9.64819	-15.362844	-13.052377	404.440826
1284	3.739318	9.788936	-15.07955	-12.849769	404.400879
1285	4.356544	9.677345	-14.823394	-12.309503	404.667938
1286	5.112237	9.683845	-14.581844	-12.08742	405.419067
1287	5.155588	9.616293	-14.311563	-11.870759	405.89566
1288	5.264925	9.653597	-14.038642	-11.508687	405.874817
1289	5.570738	9.551996	-13.797523	-11.281977	405.275604
1290	5.21012	9.690707	-13.525811	-11.221107	405.462585
1291	4.829326	9.675421	-13.299561	-11.399505	405.118011
1292	4.50202	9.648306	-13.193138	-11.859977	405.031219
1293	4.448658	9.74468	-13.080413	-12.063863	404.542755
1294	4.299235	9.615776	-13.062382	-12.72296	404.733063
1295	4.061806	9.645006	-13.074928	-12.909367	403.993561
1296	4.059116	9.6307	-13.154762	-12.855065	404.580933
1297	3.845335	9.586688	-13.306374	-12.874654	403.474609
1298	3.858076	9.532644	-13.428475	-13.10099	403.208435
1299	3.647943	9.534877	-13.507023	-12.418985	403.046204
1300	4.6671	9.623246	-13.600194	-11.452103	402.967712
1301	5.202571	9.557705	-13.639387	-12.004724	404.105255
1302	4.584246	9.642941	-13.741329	-12.439823	404.354828
1303	4.136287	9.680448	-13.747922	-12.540635	404.807587
1304	4.284033	9.663842	-13.815816	-12.286076	404.750763
1305	4.805979	9.737597	-13.877459	-11.968852	406.040253
1306	4.853856	9.748841	-13.967841	-12.534415	405.467957
1307	4.605946	9.805494	-13.982143	-11.620321	405.555969
1308	4.929184	9.777033	-13.996639	-11.708621	405.535828
1309	4.63436	9.78206	-14.093812	-12.091013	405.141632
1310	4.758012	9.820748	-14.085702	-10.534011	405.421112
1311	5.823663	9.822516	-14.05869	-10.199542	405.770721
1312	6.160255	9.784092	-14.056101	-9.305341	405.87088
1313	7.122762	9.805708	-13.872434	-8.633233	406.090302
1314	6.931633	9.708472	-13.559621	-8.552532	406.832611
1315	7.279026	9.906479	-13.208246	-7.794082	406.758179
1316	8.297673	9.907928	-12.291867	-7.244254	406.69754
1317	8.766101	9.876248	-11.07465	-7.056192	406.492584
1318	8.858167	10.027929	-9.953925	-6.711136	406.966675
1319	9.130795	10.033088	-8.978751	-6.342134	406.943298
1320	9.347053	10.32504	-8.142407	-6.27388	405.829529
1321	9.46816	10.239076	-7.608592	-6.289977	403.958954
1322	9.566782	10.329762	-7.125449	-6.145332	404.194366
1323	9.71836	10.485399	-6.716208	-5.82464	405.258087
1324	9.952397	10.578005	-6.397643	-5.669803	405.633362
1325	9.980878	10.634062	-6.13237	-5.701654	406.015137
1326	10.014196	10.682574	-5.863451	-5.679699	406.494537
1327	10.156646	10.768462	-5.661941	-5.711864	406.368988
1328	10.308957	11.020888	-5.472747	-5.54989	405.387848
1329	10.43737	11.044463	-5.360158	-5.321545	405.715057
1330	10.602474	11.14467	-5.171568	-5.334371	406.004456
1331	10.683479	11.262395	-4.993871	-5.057668	406.261688
1332	10.797949	11.308276	-4.863525	-4.904916	406.489471
1333	10.891887	11.511721	-4.646814	-4.727414	405.909851
1334	10.938679	11.491334	-4.524414	-4.731689	406.093445
1335	10.967569	11.607554	-4.365857	-4.931674	406.233612
1336	11.04875	11.655365	-4.313	-5.14607	406.65274
1337	11.046213	11.757139	-4.320358	-5.239292	406.394714
1338	11.13574	11.887257	-4.332366	-5.003384	406.218964
1339	11.273733	11.953555	-4.24835	-4.83656	406.355957
1340	11.394322	12.04468	-4.146996	-4.565072	406.444946
1341	11.514987	12.127615	-4.049805	-4.442911	406.534668
1342	11.659548	12.252827	-3.960875	-4.256041	406.419739
1343	11.854597	12.328533	-3.851007	-4.12766	406.456757
1344	12.028164	12.404867	-3.74803	-3.972696	406.33902
1345	12.139681	12.494923	-3.656631	-4.026895	406.878784
1346	12.158367	12.520967	-3.603794	-4.148784	406.976105
1347	12.239072	12.557641	-3.585483	-4.087328	407.09549
1348	12.446539	12.588662	-3.522545	-4.039248	406.969208
1349	12.584012	12.644309	-3.462624	-4.112844	406.808563
1350	12.568615	12.639098	-3.439663	-4.137797	406.54425
1351	12.614759	12.738471	-3.381018	-4.049225	405.857422
1352	12.784492	12.742735	-3.380826	-3.970973	404.176239
1353	12.854963	12.804903	-3.328131	-4.002112	403.868469
1354	12.912962	12.81945	-3.329561	-4.113764	403.160919
1355	12.824392	12.957829	-3.332219	-4.261475	403.46106
1356	12.970201	12.943749	-3.335382	-4.071003	403.834991
1357	13.194217	13.026475	-3.318848	-3.861675	401.438904
1358	13.532802	13.101746	-3.236254	-3.53917	402.17691
1359	14.019813	13.48632	-3.199429	-3.47051	402.692963
1360	14.480668	14.100853	-3.118484	-3.473885	402.148041
1361	15.215963	15.151799	-3.100279	-3.429477	402.314331
1362	16.424341	17.058125	-3.02002	-3.410179	402.215393
1363	17.626638	18.884037	-2.98597	-3.418951	403.122375
1364	18.597868	20.460291	-2.941726	-3.52172	404.681519
1365	19.41428	21.849003	-2.917991	-3.41207	404.432281
1366	20.386292	23.115738	-2.915317	-3.288614	404.252441
1367	21.112598	24.261297	-2.928859	-3.129713	404.680054
1368	21.794504	25.310112	-2.928509	-3.104812	405.101288
1369	22.536295	26.574884	-2.883755	-3.082974	404.070435
1370	23.306906	27.546368	-2.897535	-2.954936	404.57312
1371	23.96314	28.66345	-2.859074	-2.815572	405.292694
1372	24.506447	29.711666	-2.85565	-2.766602	404.486298
1373	24.969202	30.737066	-2.843649	-2.537446	404.824432
1374	25.743715	31.654188	-2.875988	-2.628838	404.827271
1375	26.379047	32.501686	-2.873723	-2.614786	404.467163
1376	26.752636	33.321693	-2.887417	-2.390154	404.439178
1377	27.37228	34.40498	-2.820969	-2.230603	404.446533
1378	27.779444	35.038769	-2.853164	-2.327455	404.406281
1379	28.248877	35.718334	-2.916084	-2.121525	404.880737
1380	28.846586	36.505367	-2.963742	-2.098463	405.513214
1381	29.380072	37.194592	-3.031772	-1.902697	405.238678
1382	29.696285	38.015915	-3.102204	-1.834774	405.74292
1383	30.353607	38.8311	-3.165771	-1.878412	406.107239
1384	31.080904	39.446373	-3.201728	-1.895769	406.021118
1385	31.494963	40.090935	-3.306658	-1.975317	405.509827
1386	31.666931	40.786758	-3.344738	-1.689311	405.805786
1387	32.119244	41.38142	-3.41098	-1.778445	405.119781
1388	32.511944	42.144157	-3.48366	-1.85799	405.617187
1389	32.953503	42.839165	-3.530644	-1.848717	405.962921
1390	33.274944	43.511116	-3.584087	-1.586891	405.813507
1391	33.558342	44.127785	-3.631524	-2.266783	406.095612
1392	33.542263	44.74728	-3.639154	-2.617188	405.840027
1393	33.970406	45.225121	-3.675007	-2.276822	403.682037
1394	34.296017	45.834454	-3.652645	-2.331492	402.624359
1395	34.710823	46.544872	-3.588754	-1.941741	402.219666
